Probe	ADCADN	ATRX	AUTS18	BAFopathy	BFLS	CdLS	CHARGE	Control	Down	Dup7	EEOC	FLHS	GTPTS	HMA	HVDAS_C	HVDAS_T	ICF1	ICF2_3_4	Kabuki	KDVS	Kleefstra	MRD51	MRX93	MRX97	MRXSCJ	MRXSN	MRXSSR	RMNS	RSTS	SBBYSS	SETD1B	Sotos	TBRS	WDSTS	Williams
cg26023087	0.23645706	0.06620593	0.05545449	0.05184462	0.05898075	0.04989986	0.06341992	0.06274298	0.06359678	0.06368701	0.0447181	0.06649054	0.04041289	0.07604928	0.05386067	0.05451621	0.08507434	0.05888254	0.05896674	0.04527667	0.06435877	0.08105215	0.08710123	0.06623284	0.05465951	0.06314111	0.06917682	0.05498036	0.05066841	0.05295791	0.07098699	0.07150711	0.05431978	0.0550188	0.06898615
cg11269599	0.58168588	0.18659156	0.21212537	0.17469636	0.13055167	0.17278295	0.16290915	0.21557356	0.20207955	0.1829564	0.05057488	0.19068914	0.06754761	0.17907946	0.12388071	0.12930625	0.22881942	0.31990605	0.19300259	0.08975186	0.18408803	0.31076517	0.24185399	0.27815864	0.19527049	0.19797393	0.22485715	0.17919398	0.19886079	0.1380402	0.31920543	0.26323545	0.16134413	0.17560626	0.24232071
cg01875459	0.32420093	0.10789128	0.11810789	0.08386049	0.09127627	0.08358443	0.09421476	0.09874216	0.09575001	0.10070401	0.09459014	0.10267918	0.08284587	0.11540871	0.08867838	0.08917122	0.12440082	0.11089838	0.09419268	0.07589266	0.10311966	0.10568696	0.1273032	0.12550925	0.09342795	0.11526148	0.11069483	0.08389338	0.08477685	0.09756723	0.09476287	0.10542145	0.08696344	0.10087979	0.10797746
cg20288892	0.31460856	0.07657667	0.06595608	0.06276312	0.07653231	0.06219735	0.07556919	0.07829801	0.07091188	0.07813794	0.05439282	0.07092828	0.04278393	0.07652494	0.0644236	0.06228628	0.08803298	0.08170347	0.06810426	0.05677198	0.07945715	0.09317808	0.10554466	0.08976363	0.07292567	0.06292582	0.07817661	0.06625119	0.06347017	0.06266456	0.08151092	0.09120643	0.06411139	0.06611008	0.0873863
cg05908380	0.24483283	0.05629715	0.05491493	0.04901057	0.04507677	0.04243955	0.05651131	0.05146775	0.0469426	0.05596079	0.03547486	0.05033011	0.04282658	0.07152544	0.04653551	0.04562673	0.06805621	0.05067744	0.04769722	0.03844842	0.05994377	0.07841414	0.0809763	0.06597591	0.0511189	0.05443218	0.06216852	0.04391925	0.04216314	0.04132718	0.06843187	0.05956933	0.05193647	0.05330733	0.06082948
cg09559189	0.34805065	0.11552448	0.11623282	0.09389216	0.12000352	0.09523991	0.08857051	0.11147681	0.11413772	0.09872179	0.08566558	0.09920593	0.09497204	0.11824163	0.10279189	0.11173861	0.08243399	0.06716246	0.1067795	0.08547136	0.09668949	0.15568194	0.17995263	0.13258871	0.11633579	0.13769055	0.12194956	0.1036222	0.09730535	0.09999899	0.14526972	0.12051188	0.10532087	0.11208878	0.11463351
cg14932468	0.36575235	0.12214215	0.10172227	0.08840181	0.10173662	0.08538276	0.10487418	0.10573736	0.09670658	0.1059695	0.0783355	0.08612409	0.07417383	0.10122106	0.08072362	0.08740031	0.11518242	0.09538301	0.09614112	0.07459547	0.10401663	0.11864554	0.1176012	0.1206504	0.10206352	0.11734914	0.10706333	0.09007962	0.09203339	0.09243418	0.13235968	0.1189763	0.08840361	0.09022727	0.12521336
cg03681644	0.9875124	0.8288827	0.7964931	0.8282038	0.80754	0.8011361	0.8383923	0.8211205	0.7930098	0.8769088	0.7933324	0.7760837	0.7761428	0.8008952	0.7922467	0.8097541	0.8534486	0.8582626	0.7993734	0.8174781	0.8384568	0.7697593	0.7849836	0.8176917	0.7860561	0.8379653	0.8078593	0.8297611	0.8326184	0.7759515	0.8618886	0.8419355	0.7954049	0.8102103	0.8869292
cg04556126	0.4124651	0.1462239	0.1659913	0.1318335	0.1652814	0.1376103	0.1476175	0.1594861	0.1650902	0.1625106	0.1408264	0.1481173	0.1204328	0.1514481	0.1541067	0.1364561	0.1699835	0.15799	0.1473491	0.124389	0.1552871	0.180923	0.1838454	0.1915921	0.1498755	0.184891	0.1682768	0.1388287	0.1345175	0.1505635	0.1943507	0.1674889	0.1442913	0.1370743	0.182019
cg19050990	0.26376404	0.05564492	0.03906119	0.04231758	0.03893773	0.03875361	0.05024848	0.04739871	0.04020164	0.05193738	0.03281117	0.04762919	0.02644983	0.06030238	0.04016701	0.04160993	0.05897244	0.04813573	0.03723644	0.02871473	0.04837411	0.07111394	0.07153998	0.05708067	0.04694884	0.03818856	0.0528216	0.03296628	0.03705068	0.04048285	0.04544574	0.05975053	0.04231162	0.04049855	0.05420915
cg21368354	0.26240062	0.06799146	0.05446527	0.06389878	0.06348297	0.0591021	0.06708529	0.06574984	0.05456462	0.0614754	0.04332797	0.07465746	0.04815782	0.09033152	0.05329484	0.06713176	0.07669656	0.06166954	0.06419599	0.0482965	0.07995799	0.10364988	0.11060618	0.08493494	0.07032935	0.07145327	0.07815712	0.0640525	0.06075261	0.05879121	0.07416005	0.07382619	0.07100452	0.07314946	0.07527994
cg14217069	0.4743454	0.2268422	0.2251451	0.1901347	0.2032566	0.1918763	0.2095818	0.2104618	0.2045312	0.202824	0.2032566	0.205959	0.2394758	0.242451	0.1920379	0.2039412	0.1811078	0.2068929	0.1882282	0.1824843	0.1857229	0.251832	0.2419522	0.2208143	0.2084885	0.2367302	0.2218567	0.1788331	0.1941405	0.2442756	0.2385447	0.2336362	0.197585	0.2050125	0.2383357
cg27067781	0.4448033	0.1397508	0.1964155	0.1599078	0.1954151	0.1590118	0.1041384	0.148022	0.1287279	0.1095413	0.1489866	0.107717	0.1446231	0.2451002	0.1563944	0.135188	0.1702748	0.1431652	0.138645	0.1493846	0.1858133	0.2585616	0.2105087	0.1811901	0.1505005	0.2253941	0.1814325	0.1498078	0.1667353	0.1867901	0.2277848	0.1119025	0.1466022	0.1688019	0.1875903
cg10945079	0.29004783	0.09968503	0.08472714	0.07307738	0.07723152	0.06956317	0.07634475	0.08597106	0.08011777	0.09076965	0.06751318	0.08511779	0.0537903	0.08608922	0.07272827	0.07685527	0.09218407	0.10028185	0.07474544	0.06136238	0.08769719	0.11481868	0.12096177	0.10730179	0.08222107	0.08919265	0.09731861	0.07514242	0.06810057	0.0756994	0.10560898	0.10459701	0.07014277	0.07746294	0.09279442
cg11832722	0.4460756	0.1551182	0.1409392	0.1323856	0.1362114	0.1280633	0.1362898	0.1622203	0.1474656	0.1816972	0.1275229	0.1399918	0.1052181	0.1652274	0.1409926	0.1306707	0.1660654	0.1260205	0.1396607	0.1294408	0.1502667	0.2011815	0.2038776	0.1917872	0.1587752	0.1734647	0.1641052	0.1214835	0.1258436	0.1342175	0.1865442	0.1709044	0.1389174	0.1407384	0.1787261
cg15556943	0.28998253	0.09699509	0.06340154	0.07632821	0.06431874	0.06833881	0.08874068	0.08333845	0.07729962	0.09151093	0.05721557	0.11161505	0.05533099	0.10638952	0.07288947	0.07810393	0.08767215	0.08278941	0.07991218	0.04877682	0.08328633	0.11601071	0.12353238	0.09411338	0.08765722	0.09672061	0.09825828	0.07922754	0.06534013	0.0733839	0.09672638	0.09864737	0.08194598	0.07855654	0.10157135
cg02928699	0.3250784	0.10694072	0.13777139	0.09386711	0.12512928	0.10550918	0.08918895	0.11271826	0.1214813	0.11682781	0.10628636	0.14953663	0.07761407	0.14623883	0.11763757	0.11272146	0.12708321	0.12908794	0.11473224	0.09604206	0.12363282	0.16223408	0.16394611	0.14934943	0.11636258	0.13372661	0.11961745	0.09167157	0.1142386	0.09928779	0.12790987	0.09852583	0.10292504	0.13717452	0.12748129
cg01215936	0.29105691	0.0846184	0.06665378	0.07646638	0.11534039	0.0734047	0.07194142	0.07814044	0.06885071	0.08318238	0.06563854	0.0765716	0.06246892	0.10688631	0.07861259	0.08945083	0.07734527	0.07525906	0.06972287	0.07182462	0.10903199	0.08945234	0.11582059	0.1003274	0.07362621	0.10636671	0.08767712	0.06882804	0.07705142	0.07376759	0.08834922	0.08271782	0.08407922	0.08171562	0.07449086
cg05095591	0.34061054	0.08847012	0.10281195	0.07510334	0.0854664	0.07346912	0.08154958	0.09134905	0.0901611	0.10052637	0.06588357	0.09217789	0.05693325	0.10250161	0.08245646	0.08031307	0.09441869	0.08486462	0.08305872	0.06782075	0.09063072	0.12087074	0.12109646	0.11845532	0.09421556	0.10674393	0.10066314	0.0722138	0.07751163	0.07319592	0.11415481	0.09503399	0.07686072	0.09508565	0.09465988
cg21547982	0.3167958	0.12690488	0.10951395	0.09388695	0.11135791	0.07994102	0.10542997	0.11614979	0.12480107	0.12017453	0.08652823	0.10669736	0.0840774	0.1162702	0.09414511	0.10003563	0.13805462	0.11521796	0.10206015	0.08168001	0.10390991	0.13159557	0.14470246	0.12336258	0.10478272	0.11832168	0.1133242	0.08991431	0.08472052	0.09036315	0.12026377	0.12028812	0.08672582	0.09548612	0.12321299
cg09257796	0.4741218	0.1953725	0.186952	0.1749542	0.1831462	0.1628543	0.1911767	0.1963397	0.1872701	0.1907335	0.1703295	0.1862849	0.1540778	0.1989844	0.1698394	0.169469	0.1586027	0.1692858	0.17803	0.1709429	0.1798347	0.1966641	0.2246401	0.2120507	0.1858173	0.1952253	0.1977321	0.1582586	0.1578335	0.1591561	0.2170264	0.196313	0.1869661	0.177593	0.2377878
cg12636169	0.31841759	0.12325912	0.10734968	0.08688231	0.08295182	0.07922836	0.09612829	0.1033749	0.09771947	0.10680632	0.0752346	0.11114644	0.07592821	0.12021116	0.08581522	0.09905501	0.11787664	0.09422799	0.0936518	0.08289721	0.09025944	0.12042937	0.12995214	0.118956	0.10469699	0.10385848	0.10516075	0.07122092	0.08239927	0.09413604	0.10144222	0.10629273	0.08566494	0.08666273	0.11364708
cg18770350	0.30795029	0.05598634	0.05189956	0.03663226	0.05925162	0.03820588	0.02763506	0.04656858	0.05714608	0.0194317	0.03329977	0.03190298	0.0235161	0.05125318	0.03901872	0.04095357	0.02379025	0.04592441	0.04070084	0.02606364	0.06019026	0.13499275	0.11336738	0.09489147	0.0436715	0.07928678	0.06706921	0.03554872	0.04545467	0.03586036	0.04268846	0.05602673	0.06446048	0.04769523	0.04345311
cg09240763	0.29288789	0.09200301	0.09463997	0.08471315	0.08192111	0.08413331	0.08339723	0.08676378	0.07770466	0.10537399	0.07999278	0.10443056	0.06957592	0.11477023	0.08492523	0.09388265	0.08898674	0.07920636	0.08195686	0.08171415	0.09102118	0.09780371	0.12482319	0.09425515	0.07920906	0.12246855	0.0979948	0.08654731	0.08261814	0.08721122	0.10145997	0.10392154	0.08927331	0.0923281	0.09361678
cg03401519	0.5157544	0.1864526	0.1890691	0.1971925	0.1322165	0.1490446	0.1549541	0.2024303	0.1619416	0.2065932	0.2185242	0.2371121	0.1258929	0.2883988	0.1858286	0.1884071	0.2122686	0.1895103	0.183304	0.2536281	0.1796547	0.1836483	0.2408916	0.1872904	0.2261932	0.1806674	0.2206405	0.2368807	0.1878471	0.1996099	0.2518665	0.1043473	0.1304499	0.1652418	0.1863977
cg22418909	0.35191157	0.13377167	0.11710333	0.11110669	0.11700648	0.11081399	0.10743562	0.12386458	0.12208991	0.12181805	0.10740314	0.10944954	0.09951334	0.13385045	0.11613154	0.1158666	0.14218527	0.12514395	0.11445559	0.09564132	0.12232703	0.15428484	0.17194326	0.13815974	0.1247141	0.15838706	0.14020014	0.11573803	0.12079793	0.11054325	0.13445436	0.14354675	0.12329375	0.12624311	0.12902448
cg05829782	0.24568402	0.04925943	0.03071255	0.03462348	0.035613	0.03036128	0.03808015	0.03595785	0.03237396	0.03376911	0.02740074	0.02911245	0.02685896	0.04767547	0.0297415	0.03344405	0.0365703	0.03133573	0.03071682	0.02366105	0.04489235	0.06542318	0.06413145	0.05247589	0.03465465	0.04146188	0.04638924	0.03036717	0.02760504	0.03538263	0.04046506	0.04186498	0.03517184	0.03601199	0.03725944
cg04062391	0.30728582	0.13016698	0.08640566	0.08080511	0.06963219	0.07723466	0.08829815	0.08912457	0.08037606	0.08628002	0.06921141	0.08728948	0.0599742	0.11124277	0.08722678	0.07870441	0.08771093	0.08649804	0.08332856	0.06501415	0.09718505	0.12253804	0.11789716	0.09984541	0.08068218	0.10155845	0.08970264	0.08458281	0.07757947	0.06796668	0.10429124	0.09137111	0.08950785	0.0802897	0.13590544
cg02997982	0.35478588	0.08506948	0.08402128	0.07895347	0.08140902	0.07285	0.08326068	0.09611333	0.08783152	0.08511322	0.07110456	0.08379882	0.06327045	0.11203155	0.07084616	0.07591725	0.10061558	0.09564291	0.09159474	0.07008062	0.10734229	0.13501166	0.1294686	0.12250788	0.09604942	0.09131507	0.10104003	0.07157236	0.08705691	0.08205814	0.10175791	0.08701463	0.08963749	0.09346505	0.09796847
cg05194810	0.31452522	0.11287355	0.09800827	0.08548065	0.10006672	0.08778527	0.09619461	0.10003418	0.08945959	0.11059678	0.08479633	0.09623319	0.07479705	0.10903681	0.08897028	0.08939047	0.09954015	0.10254112	0.09222128	0.08040363	0.10389152	0.12631709	0.1260012	0.11490012	0.10358733	0.09595375	0.10805316	0.07618924	0.08765862	0.07889666	0.12074552	0.11194156	0.08873385	0.09597831	0.11000148
cg17098147	0.36399936	0.07429997	0.03802566	0.03623269	0.03931851	0.03248623	0.06689716	0.07546633	0.11533803	0.09407946	0.05694665	0.08121997	0.02871217	0.03422918	0.03680578	0.05001854	0.06757501	0.13249763	0.05317045	0.04429475	0.04111271	0.05711684	0.06691951	0.05221791	0.07041497	0.05691126	0.03919327	0.03484471	0.03186604	0.03850349	0.04902338	0.09712198	0.04550489	0.04144855	0.10294103
cg27314558	0.30327428	0.09825483	0.12764179	0.09878389	0.11846614	0.10479788	0.09094961	0.10168284	0.08812084	0.09959464	0.0994088	0.09449709	0.07242934	0.12187104	0.11262457	0.10125546	0.09992934	0.07926626	0.09972628	0.10280594	0.12215402	0.14193061	0.14559388	0.12812718	0.10130607	0.1297036	0.12445955	0.11309344	0.10817143	0.10636996	0.12721433	0.11184547	0.10384121	0.10787551	0.10756652
cg23606718	0.32667811	0.10644616	0.06869933	0.05881228	0.08040928	0.06299534	0.0686399	0.08431654	0.09644039	0.0540959	0.07492088	0.06072792	0.05092462	0.08514562	0.07324722	0.07919953	0.09250285	0.1003874	0.06101086	0.05343883	0.06463736	0.13179162	0.12753558	0.12433892	0.09048237	0.10315487	0.09280726	0.04143495	0.06949197	0.06503625	0.08323637	0.11651064	0.08256245	0.07237078	0.07834494
cg01342746	0.32857699	0.11725035	0.1034048	0.10279343	0.09953371	0.0977892	0.10253081	0.11064635	0.11058717	0.10767955	0.08653247	0.09879453	0.0826818	0.12734744	0.09677601	0.0968827	0.12301981	0.09946927	0.10474058	0.08560469	0.10756616	0.150003	0.15703139	0.13607575	0.11298545	0.14874284	0.12557605	0.09781412	0.09186274	0.09746276	0.13107483	0.12134838	0.10745739	0.11088471	0.12697729
cg15377283	0.53286924	0.16813564	0.11324741	0.10242896	0.10677042	0.09403787	0.15825337	0.1686955	0.16847184	0.22290172	0.09793348	0.22047275	0.10802512	0.11412952	0.09140796	0.12114447	0.23501591	0.252323	0.13824006	0.09987157	0.11968442	0.15634864	0.15997485	0.13854568	0.14806929	0.1583325	0.12816313	0.10108306	0.09190762	0.09325409	0.14978087	0.18714049	0.09818061	0.12020323	0.19000188
cg03032497	0.67116371	0.16014724	0.17049994	0.12173565	0.13366718	0.11117579	0.12910685	0.16439546	0.15599829	0.15137614	0.12319768	0.14472331	0.07988471	0.12724507	0.11957198	0.12021796	0.21853525	0.14121747	0.13651586	0.12975387	0.14074187	0.18713649	0.17622748	0.18101173	0.16823623	0.16233087	0.14633089	0.13327522	0.11503718	0.12446206	0.18329345	0.15324111	0.13386893	0.12082351	0.15738817
cg18184411	0.4780786	0.15964998	0.11903434	0.10047248	0.09537666	0.09679778	0.11668143	0.12965433	0.12880939	0.12176323	0.10211399	0.11341709	0.0839776	0.14058071	0.07841204	0.10535732	0.12762806	0.15205288	0.10377839	0.08588576	0.12565388	0.14993755	0.15405585	0.1450817	0.14179166	0.12484343	0.12926719	0.082953	0.08997839	0.10810926	0.13377403	0.13180849	0.11043995	0.11076243	0.13285616
cg18815943	0.34152086	0.02639441	0.02412678	0.01431678	0.01811955	0.01607047	0.01642741	0.02293126	0.02495994	0.01150752	0.01572965	0.01737817	0.01657201	0.03378779	0.01891174	0.02254269	0.0127549	0.01970804	0.01586111	0.01157561	0.02305006	0.04962522	0.04984247	0.03870032	0.02765612	0.02809579	0.02341784	0.0111223	0.01973192	0.01318384	0.02402475	0.02466199	0.02537151	0.02049615	0.01905487
cg12127472	0.4013465	0.06546022	0.05050595	0.04384061	0.05789847	0.04286644	0.05239168	0.05941949	0.07628149	0.03832753	0.03563967	0.04910798	0.04270264	0.08493214	0.03814846	0.04412329	0.03017374	0.04148695	0.04946322	0.03359992	0.07058383	0.12885926	0.14181359	0.09531833	0.06612127	0.05389346	0.08165392	0.03336144	0.04848561	0.04669281	0.06731982	0.06263021	0.06190455	0.05400664	0.05249867
cg17222645	0.48608262	0.14078619	0.09191738	0.08990404	0.09162363	0.09755718	0.100972	0.10532373	0.14561703	0.10517296	0.06526414	0.07391496	0.09959144	0.11707433	0.13555839	0.10540588	0.1006479	0.11390089	0.08239707	0.07823227	0.1032255	0.16876587	0.140164	0.09662407	0.10232787	0.0717488	0.12576338	0.07628372	0.09001049	0.10893567	0.11336555	0.15476335	0.09003363	0.09495367	0.09116055
cg14905403	0.3470456	0.7602406	0.7085692	0.7254162	0.7071938	0.7245941	0.7482531	0.7213789	0.7167266	0.8319253	0.7289187	0.7761657	0.7371053	0.6700152	0.67481	0.6947177	0.7380204	0.6905537	0.7198396	0.772614	0.7055018	0.6378131	0.6289341	0.6381481	0.7227411	0.7115302	0.6424538	0.6654994	0.7277317	0.676074	0.6826333	0.721095	0.6942089	0.7045318	0.775857
cg17361896	0.5850914	0.5098729	0.5807768	0.5361358	0.6200713	0.5185991	0.5409191	0.5622255	0.6223831	0.6017417	0.5476544	0.4766852	0.5774933	0.4746282	0.8170732	0.285089	0.5612532	0.5948894	0.4720084	0.5564892	0.6093921	0.5195153	0.5709022	0.6304221	0.5254214	0.5335933	0.5166936	0.5692305	0.4959696	0.5492194	0.5676038	0.6863483	0.4939956	0.5436818	0.6192949
cg25784136	0.8726557	0.8077008	0.7879378	0.8424008	0.8482211	0.7962399	0.8515513	0.8477205	0.8046095	0.8936075	0.8162267	0.7422952	0.7733502	0.8538684	0.610247	0.5852038	0.7225062	0.8174575	0.8223932	0.8498304	0.8489976	0.8259157	0.8027083	0.7983605	0.8192499	0.8336825	0.8514832	0.8203675	0.8132944	0.809557	0.8750846	0.7635994	0.8075062	0.8147559	0.8304559
cg27560452	0.6858095	0.5528353	0.6368199	0.7249206	0.7191984	0.675416	0.7346998	0.7162529	0.6952228	0.7652856	0.6309102	0.6330419	0.6863021	0.9089952	0.9406244	0.2931747	0.7591684	0.7105479	0.7273234	0.7450971	0.7545959	0.7116714	0.7423469	0.6903729	0.6618336	0.6961867	0.6395533	0.5253701	0.7219085	0.7732778	0.6689888	0.4689763	0.5482171	0.704408	0.761624
cg12688234	NA	0.5728344	0.6285351	0.611538	0.6390807	0.6399529	0.6440736	0.6158929	0.5452647	0.7079396	0.7250181	0.6193517	0.6881635	0.7044928	0.8341069	0.5178384	0.6566893	0.6093504	0.584113	0.6156988	0.5923942	0.5866308	0.6228344	0.6003102	0.6193527	0.6545426	0.6370569	0.5825448	0.6287041	0.6092198	0.6266453	0.6868894	0.4865096	0.5888994	0.6501349
cg06663305	0.38133758	0.10231668	0.36664559	0.30910169	0.22353761	0.25638051	0.28140802	0.26751346	0.29013893	0.29350507	0.2179033	0.06074696	0.09762829	0.43928227	0.06775909	0.36259901	0.25272168	0.2707364	0.38471415	0.32253323	0.1958378	0.23570767	0.34853582	0.30796731	0.34729838	0.30803985	0.31273148	0.09174479	0.23752886	0.30469297	0.21708535	0.19227653	0.17031654	0.23031167	0.31148123
cg26518431	0.8714904	0.8514189	0.864185	0.8164162	0.7405164	0.8419325	0.8021495	0.8266276	0.776069	0.892409	0.8593914	0.7997601	0.7845877	0.7979131	0.6164373	0.8988128	0.8656732	0.8694613	0.8190843	0.7994375	0.8141236	0.8388211	0.8046402	0.7875428	0.852069	0.8805071	0.8310783	0.8721931	0.8229989	0.7776884	0.9026313	0.7792123	0.7657955	0.8148694	0.8245943
cg07216976	0.25343285	0.29165234	0.1530533	0.2140772	0.17194647	0.27207054	0.30909442	0.21875242	0.18586398	0.23175302	0.23555027	0.29062247	0.3201883	0.39912054	0.05072326	0.56872708	0.26511204	0.21770211	0.2178552	0.19365053	0.24769184	0.20463086	0.21371248	0.18496454	0.15699118	0.22933395	0.25562227	0.15393047	0.2611707	0.26783499	0.22268646	0.15242106	0.15809731	0.27572991	0.33862472
cg00492070	0.8511143	0.9377092	0.69457	0.763528	0.7048271	0.7609132	0.8315255	0.8021123	0.8118377	0.7985498	0.7954165	0.7811953	0.7234433	0.7352438	0.5499302	0.8648891	0.8066591	0.8427577	0.7952836	0.7737499	0.7583535	0.7510988	0.7606601	0.8134367	0.7656194	0.8287956	0.7959749	0.6232476	0.7635556	0.7832622	0.8605295	0.7476255	0.6012402	0.8018084	0.7439545
cg03851965	NA	0.9409259	0.9154	0.96853	0.9696304	0.9693728	0.9802494	0.9702775	0.9689087	0.9798115	0.966672	0.9674185	0.9616979	0.9664102	0.8381046	0.9644748	0.9797168	0.9863313	0.9714813	0.9656814	0.9402268	0.9405701	0.942357	0.9556585	0.9087517	0.9433417	0.9483961	0.9257191	0.9645854	0.9661217	0.9590417	0.8987983	0.9156834	0.9646862	0.9882263
cg00023919	0.4975742	0.3887192	0.3920302	0.3997697	0.3615374	0.3330695	0.3548856	0.4018068	0.479963	0.4071434	0.340567	0.4316878	0.3229838	0.4971873	0.6367864	0.1541549	0.3531717	0.3957653	0.4396618	0.3344314	0.4174943	0.4216937	0.4026696	0.31945	0.4367118	0.3607613	0.3653671	0.2499155	0.4063322	0.4118462	0.3751753	0.1706698	0.2969226	0.394356	0.4293989
cg23337647	NA	0.3485671	0.640035	0.6583487	0.6729035	0.6491818	0.5893383	0.5831503	0.5555993	0.6057417	0.5967989	0.5458365	0.6650773	0.6683923	0.4005564	0.3322147	0.3563291	0.5063957	0.6290969	0.5965381	0.6888963	0.5088666	0.6238414	0.6116915	0.5845198	0.643006	0.6284718	0.6533058	0.665898	0.6837577	0.6068604	0.5661253	0.607561	0.6341097	0.6984642
cg02940562	0.8726628	0.6835706	0.7369856	0.817506	0.8289159	0.7751455	0.8253298	0.8066834	0.7351474	0.8094909	0.7962626	0.6523897	0.7519141	0.8216327	0.6536419	0.679171	0.7187191	0.8318116	0.8102089	0.8021797	0.8125873	0.8212673	0.8088085	0.7973425	0.8041089	0.8680407	0.8170459	0.7537668	0.7998657	0.8259202	0.8701022	0.7886837	0.7162358	0.8120704	0.87271
cg23223933	0.3367325	0.249033	0.4477885	0.3437142	0.4124874	0.3854946	0.3147931	0.3952924	0.4389777	0.2882329	0.3942827	0.354531	0.3328291	0.3958503	0.6495558	0.1622938	0.3077162	0.3693842	0.3456	0.4355822	0.4386207	0.5000315	0.5018485	0.4355168	0.4393522	0.3557067	0.5200664	0.3496102	0.4132918	0.4119321	0.4313335	0.3644861	0.3137895	0.4096018	0.4728501
cg07252792	0.6597281	0.5252192	0.5235874	0.5521022	0.5691042	0.5203418	0.5984481	0.5818861	0.5274354	0.6625262	0.511902	0.4962151	0.5086436	0.5885299	0.3699233	0.3760288	0.467375	0.5462221	0.5375688	0.5718031	0.5917947	0.5526162	0.5430687	0.5098078	0.5350645	0.5407223	0.5526595	0.5396281	0.5228606	0.5339028	0.5651556	0.4991204	0.5142355	0.5119882	0.6229588
